"ID","Strain","Counts","total_counts","rel_counts","bac_copies","bac_copies_raw","Ct_Mean_bac","Ct_SD_bac","abs_counts_org","limit_passed","Type","Experiment","Plate","CommunityCombo","Treatment","Notes","present","spec_name","spec_name_uniq","Treatment_simp","total_reads","sample_geq","abs_counts","geq_passed","arrival","arrival_comm","dropout_type"
"3-3_2","ESL0827",76,3566,0.021312394840157,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,90356754.2873311,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0827)","AB",3566,1188904.66167541,90356754.2873311,"1","first","first1'","Full (first)"
"3-3_2","ESL0199",0,3566,0,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0199)","AB",3566,1188904.66167541,1,"0","second","second1'","Full (second)"
"3-3_2","ESL0200",74,3566,0.0207515423443634,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,87978944.9639803,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0200)","AB",3566,1188904.66167541,87978944.9639803,"1","first","first1'","Full (first)"
"3-3_2","ESL0819",0,3566,0,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0819)","AB",3566,1188904.66167541,1,"0","second","second1'","Full (second)"
"3-3_2","ESL0394",6,3566,0.00168255748738082,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,7133427.97005246,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus melliventris","Lactobacillus melliventris (ESL0394)","AB",3566,1188904.66167541,7133427.97005246,"1","second","second1'","Full (second)"
"3-3_2","ESL0263",177,3566,0.0496354458777342,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,210436125.116547,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0263)","AB",3566,1188904.66167541,210436125.116547,"1","second","second1'","Full (second)"
"3-3_2","ESL0185",222,3566,0.0622546270330903,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,263936834.891941,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0185)","AB",3566,1188904.66167541,263936834.891941,"1","first","first1'","Full (first)"
"3-3_2","ESL0183",850,3566,0.238362310712283,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,1010568962.4241,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0183)","AB",3566,1188904.66167541,1010568962.4241,"1","first","first1'","Full (first)"
"3-3_2","ESL0835",0,3566,0,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0835)","AB",3566,1188904.66167541,1,"0","second","second1'","Full (second)"
"3-3_2","ESL0184",378,3566,0.106001121704992,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,449405962.113305,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus melliventris","Lactobacillus melliventris (ESL0184)","AB",3566,1188904.66167541,449405962.113305,"1","first","first1'","Full (first)"
"3-3_2","ESL0350",0,3566,0,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0350)","AB",3566,1188904.66167541,1,"0","second","second1'","Full (second)"
"3-3_2","ESL0186",858,3566,0.240605720695457,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,1020080199.7175,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0186)","AB",3566,1188904.66167541,1020080199.7175,"1","first","first1'","Full (first)"
"3-3_2","ESL0261",0,3566,0,4239634023.53451,3140469.6470626,14.8939657211304,0.0373309254646301,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0261)","AB",3566,1188904.66167541,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0825",227,5421,0.0418741929533296,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,50346907.5804859,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium apousia","Bifidobacterium apousia (ESL0825)","AB",5421,221792.544407427,50346907.5804859,"1","first","first1'","Full (first)"
"3-3_3","ESL0820",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium apousia","Bifidobacterium apousia (ESL0820)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0822",56,5421,0.0103301973805571,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,12420382.4868159,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0822)","AB",5421,221792.544407427,12420382.4868159,"1","first","first1'","Full (first)"
"3-3_3","ESL0170",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0170)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0824",45,5421,0.00830105146651909,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,9980664.4983342,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0824)","AB",5421,221792.544407427,9980664.4983342,"1","first","first1'","Full (first)"
"3-3_3","ESL0198",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0198)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0827",61,5421,0.0112525364323925,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,13529345.208853,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0827)","AB",5421,221792.544407427,13529345.208853,"1","first","first1'","Full (first)"
"3-3_3","ESL0199",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0199)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0200",68,5421,0.0125438111049622,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,15081893.019705,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0200)","AB",5421,221792.544407427,15081893.019705,"1","first","first1'","Full (first)"
"3-3_3","ESL0819",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0819)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0394",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0394)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0263",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus apis","Lactobacillus apis (ESL0263)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0185",1046,5421,0.192953329643977,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,231995001.450168,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0185)","AB",5421,221792.544407427,231995001.450168,"1","first","first1'","Full (first)"
"3-3_3","ESL0183",2968,5421,0.547500461169526,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,658280271.801242,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0183)","AB",5421,221792.544407427,658280271.801242,"1","first","first1'","Full (first)"
"3-3_3","ESL0835",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0835)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0184",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0184)","AB",5421,221792.544407427,1,"0","first","first1'","Full (first)"
"3-3_3","ESL0350",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0350)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_3","ESL0186",892,5421,0.164545286847445,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,197838949.611425,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0186)","AB",5421,221792.544407427,197838949.611425,"1","first","first1'","Full (first)"
"3-3_3","ESL0261",0,5421,0,1202337383.23266,890620.283876043,16.75119972229,0.0893198400735855,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0261)","AB",5421,221792.544407427,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0825",109,19433,0.00560901559203417,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,13883625.2820406,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium apousia","Bifidobacterium apousia (ESL0825)","AB",19433,127372.709009547,13883625.2820406,"1","first","first1'","Full (first)"
"3-3_4","ESL0820",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium apousia","Bifidobacterium apousia (ESL0820)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0822",10,19433,0.000514588586425153,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,1273727.09009547,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0822)","AB",19433,127372.709009547,1273727.09009547,"1","first","first1'","Full (first)"
"3-3_4","ESL0170",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0170)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0824",52,19433,0.0026758606494108,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,6623380.86849645,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0824)","AB",19433,127372.709009547,6623380.86849645,"1","first","first1'","Full (first)"
"3-3_4","ESL0198",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0198)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0827",26,19433,0.0013379303247054,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,3311690.43424823,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0827)","AB",19433,127372.709009547,3311690.43424823,"1","first","first1'","Full (first)"
"3-3_4","ESL0199",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0199)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0200",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0200)","AB",19433,127372.709009547,1,"0","first","first1'","Full (first)"
"3-3_4","ESL0819",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0819)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0394",2,19433,0.000102917717285031,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,254745.418019094,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus melliventris","Lactobacillus melliventris (ESL0394)","AB",19433,127372.709009547,254745.418019094,"1","second","second1'","Full (second)"
"3-3_4","ESL0263",1054,19433,0.0542376370092111,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,134250835.296063,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0263)","AB",19433,127372.709009547,134250835.296063,"1","second","second1'","Full (second)"
"3-3_4","ESL0185",1251,19433,0.0643750321617867,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,159343258.970944,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0185)","AB",19433,127372.709009547,159343258.970944,"1","first","first1'","Full (first)"
"3-3_4","ESL0183",12832,19433,0.660320074100756,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,1634446602.01051,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0183)","AB",19433,127372.709009547,1634446602.01051,"1","first","first1'","Full (first)"
"3-3_4","ESL0835",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus helsingborgensis","Lactobacillus helsingborgensis (ESL0835)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0184",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0184)","AB",19433,127372.709009547,1,"0","first","first1'","Full (first)"
"3-3_4","ESL0350",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus melliventris","Lactobacillus melliventris (ESL0350)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_4","ESL0186",4097,19433,0.210826943858385,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,521845988.812115,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0186)","AB",19433,127372.709009547,521845988.812115,"1","first","first1'","Full (first)"
"3-3_4","ESL0261",0,19433,0,2475233854.18253,1833506.55865373,15.6870527267456,0.0459944829344749,0,"Yes","bee","3","5","1'","A1-B1","","0","Lactobacillus kullabergensis","Lactobacillus kullabergensis (ESL0261)","AB",19433,127372.709009547,1,"0","second","second1'","Full (second)"
"3-3_5","ESL0825",487,9988,0.0487585102122547,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,172770093.934346,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium apousia","Bifidobacterium apousia (ESL0825)","AB",9988,354764.053253278,172770093.934346,"1","first","first1'","Full (first)"
"3-3_5","ESL0820",16,9988,0.00160192230676812,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,5676224.85205245,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium apousia","Bifidobacterium apousia (ESL0820)","AB",9988,354764.053253278,5676224.85205245,"1","second","second1'","Full (second)"
"3-3_5","ESL0822",344,9988,0.0344413295955146,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,122038834.319128,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0822)","AB",9988,354764.053253278,122038834.319128,"1","first","first1'","Full (first)"
"3-3_5","ESL0170",0,9988,0,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium asteroides","Bifidobacterium asteroides (ESL0170)","AB",9988,354764.053253278,1,"0","second","second1'","Full (second)"
"3-3_5","ESL0824",428,9988,0.0428514217060473,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,151839014.792403,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0824)","AB",9988,354764.053253278,151839014.792403,"1","first","first1'","Full (first)"
"3-3_5","ESL0198",0,9988,0,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium polysaccharolyticum","Bifidobacterium polysaccharolyticum (ESL0198)","AB",9988,354764.053253278,1,"0","second","second1'","Full (second)"
"3-3_5","ESL0827",234,9988,0.0234281137364838,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,83014788.461267,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0827)","AB",9988,354764.053253278,83014788.461267,"1","first","first1'","Full (first)"
"3-3_5","ESL0199",50,9988,0.00500600720865038,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,17738202.6626639,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp1.","Bifidobacterium sp1. (ESL0199)","AB",9988,354764.053253278,17738202.6626639,"1","second","second1'","Full (second)"
"3-3_5","ESL0200",66,9988,0.0066079295154185,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,23414427.5147163,"Yes","bee","3","5","1'","A1-B1","","1","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0200)","AB",9988,354764.053253278,23414427.5147163,"1","first","first1'","Full (first)"
"3-3_5","ESL0819",0,9988,0,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,0,"Yes","bee","3","5","1'","A1-B1","","0","Bifidobacterium sp2.","Bifidobacterium sp2. (ESL0819)","AB",9988,354764.053253278,1,"0","second","second1'","Full (second)"
"3-3_5","ESL0394",274,9988,0.0274329195034041,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,97205350.5913982,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus melliventris","Lactobacillus melliventris (ESL0394)","AB",9988,354764.053253278,97205350.5913982,"1","second","second1'","Full (second)"
"3-3_5","ESL0263",439,9988,0.0439527432919503,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,155741419.378189,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0263)","AB",9988,354764.053253278,155741419.378189,"1","second","second1'","Full (second)"
"3-3_5","ESL0185",750,9988,0.0750901081297557,3543383363.89374,2624728.41769907,15.1583490371704,0.396011799573898,266073039.939958,"Yes","bee","3","5","1'","A1-B1","","1","Lactobacillus apis","Lactobacillus apis (ESL0185)","AB",9988,354764.053253278,266073039.939958,"1","first","first1'","Full (first)"
