"ID","Bifidobacterium apousia (ESL0825)","Bifidobacterium apousia (ESL0820)","Bifidobacterium asteroides (ESL0822)","Bifidobacterium asteroides (ESL0170)","Bifidobacterium polysaccharolyticum (ESL0824)","Bifidobacterium polysaccharolyticum (ESL0198)","Bifidobacterium sp1. (ESL0827)","Bifidobacterium sp1. (ESL0199)","Bifidobacterium sp2. (ESL0200)","Bifidobacterium sp2. (ESL0819)","Bifidobacterium coryneforme (ESL0197)","Lactobacillus melliventris (ESL0394)","Bombilactobacillus mellis (ESL0295)","Bombilactobacillus mellifer (ESL1028)","Lactobacillus apis (ESL0263)","Lactobacillus apis (ESL0185)","Lactobacillus helsingborgensis (ESL0183)","Lactobacillus helsingborgensis (ESL0835)","Lactobacillus melliventris (ESL0184)","Lactobacillus melliventris (ESL0350)","Lactobacillus kullabergensis (ESL0186)","Lactobacillus kullabergensis (ESL0261)","Treatment"
"3-2_1",0,84448755.5242244,0,18473165.2709241,0,91046314.5495544,0,119635736.992651,0,16713816.1975027,0,906064772.811991,0,35186981.4684268,354508838.2944,0,0,38265842.3469142,0,929815985.303179,0,383538098.005852,"B1-0"
"3-2_2",0,143815647.156068,0,79021699.1726525,3076270.52740253,123243088.004064,0,117667347.673147,0,57487805.4808348,1345868.35573861,522389188.934542,0,32685374.3536519,246293909.100165,0,0,370882865.459968,0,933648105.066668,0,140739376.628666,"B1-0"
"3-2_3",0,101147078.684014,0,16076356.8769295,0,99807382.2776037,0,208322791.196878,0,37511499.3795021,5358785.62564315,949844752.145249,0,19090673.7913537,473582679.666214,0,0,605542775.697676,0,1225487287.76427,0,233107174.715477,"B1-0"
"3-2_4",0,86463219.2038892,0,25306308.0596749,0,29524026.0696207,0,118517876.079477,0,4217718.00994582,0,2348425387.93783,0,6748348.8159133,955734901.053722,0,0,549146884.894945,0,522153489.631292,0,57360964.9352631,"B1-0"
"3-2_5",0,63250321.2227972,0,11775325.7595633,0,29942971.2171752,0,131883648.507109,0,3700816.66729132,0,1251885347.181,0,14130390.911476,957165765.313074,0,0,752611534.975517,0,451836071.288386,0,164854560.633886,"B1-0"
"3-2_6",0,2199155.36674736,0,1676704.09177423,0,3693609.01376351,0,2818806.87892479,0,279450.681962371,0,25928163.2742478,0,571051.39357528,11481778.0197583,0,0,9282622.65301093,0,24749610.3981456,0,12806131.2516669,"B1-0"
"3-2_7",0,108185654.083892,0,39233335.028447,0,45968212.70363,0,105833792.03859,0,40088557.590375,1817347.944097,1507757376.67906,0,18387285.081452,553756608.84838,0,0,617898300.99298,0,1326236387.90985,0,304566134.866609,"B1-0"
"3-2_8",0,304257131.833276,0,186357493.247882,0,179131386.366841,0,143761494.791223,0,80628139.9358182,4183535.56270755,813507506.239222,0,27763463.2797864,379941093.376803,0,0,726413902.251947,0,1695092545.72614,0,194344242.958505,"B1-0"
"3-2_9",0,89696285.1361252,0,48874755.9874862,0,117188335.379086,0,106635831.245424,0,40543831.6714374,694243.693004065,326572233.189112,0,35822974.5590098,241041410.211011,0,0,202719158.357187,0,585108584.463826,0,102470369.0874,"B1-0"
"3-3_1",129333754.673746,0,49892796.746801,0,125458585.994383,0,45048835.897597,9687921.69840795,20344635.5666567,0,1453188.25476119,57643134.1055273,0,10172317.7833284,114801872.126134,139021676.372154,755173496.3909,0,25188596.4158607,1937584.33968159,561415062.422741,0,"A1-B1"
"3-3_2",214002839.101574,0,173580080.60461,0,184280222.559688,0,90356754.2873311,0,87978944.9639803,0,51122900.4520426,7133427.97005246,451783771.436656,24966997.8951836,210436125.116547,263936834.891941,1010568962.4241,0,449405962.113305,0,1020080199.7175,0,"A1-B1"
"3-3_3",50346907.5804859,0,12420382.4868159,0,9980664.4983342,0,13529345.208853,0,15081893.019705,0,0,0,11089627.2203713,1774340.35525941,0,231995001.450168,658280271.801242,0,0,0,197838949.611425,0,"A1-B1"
"3-3_4",13883625.2820406,0,1273727.09009547,0,6623380.86849645,0,3311690.43424823,0,0,0,0,254745.418019094,0,0,134250835.296063,159343258.970944,1634446602.01051,0,0,0,521845988.812115,0,"A1-B1"
"3-3_5",172770093.934346,5676224.85205245,122038834.319128,0,151839014.792403,0,83014788.461267,17738202.6626639,23414427.5147163,0,5676224.85205245,97205350.5913982,351925940.827252,24123955.6212229,155741419.378189,266073039.939958,1191652454.87776,0,34057349.1123147,20576315.0886901,819150198.961819,0,"A1-B1"
"3-3_6",371176078.017302,28190588.2038457,307411652.318127,16108907.5450547,363792828.725819,16780112.0260986,170485938.185162,65778039.1423067,164445097.855767,0,28190588.2038457,9396862.73461524,548374061.012904,26848179.2417578,134240896.208789,339629467.408236,869881007.432954,0,938343864.499436,0,1155142911.87663,0,"A1-B1"
"3-3_7",165892326.439503,0,16589232.6439503,0,87093471.3807393,0,47002825.824526,0,26266285.019588,0,11059488.4293002,2764872.10732506,70504238.7367889,4147308.16098758,218424896.478679,521178392.230773,3801699147.57195,0,87093471.3807393,0,1271841169.36953,0,"A1-B1"
"3-3_8",243159101.965413,1993107.39315913,88361094.4300545,0,141510624.914298,0,55807007.0084555,51820792.2221373,43848362.6495008,0,0,105634691.837434,239837256.310148,9301167.83474258,674999037.14989,565378130.526138,3074700338.51348,0,0,10629906.0968487,555412593.560343,0,"A1-B1"
"3-3_9",218945263.532266,0,152109340.980311,0,142890593.04211,0,64531235.5674047,41484365.721903,36874991.7528027,0,0,131367158.11936,0,13828121.907301,269648377.192369,419453031.18813,2608905666.51079,0,0,41484365.721903,1385116877.71465,0,"A1-B1"
"3-4_1",0,239955523.874069,0,92859500.6772938,10682951.4053524,473336923.806382,0,343497975.956715,0,193936656.281782,21365902.8107048,1239222363.02088,0,22187668.3034242,493881061.124368,0,0,658234159.668251,0,1590116228.41207,0,271182612.597407,"B1-A1"
"3-4_2",3712099.83699532,149544593.43324,0,27575598.7891081,0,98635795.6687329,0,939691558.736531,0,48787597.8576528,22272599.0219719,1897413316.68132,530299.976713618,4242399.81370894,816661964.138971,0,0,796510565.023854,0,1278022943.87982,0,305983086.563757,"B1-A1"
"3-4_3",19017410.6379196,170669069.827483,0,77532520.2930566,19992662.4655052,170669069.827483,1462877.74137843,236986194.103305,0,70218131.5861645,3413381.39654966,969887942.533897,1462877.74137843,29745180.7413613,684626782.965104,0,0,599779873.965155,0,865048371.068443,0,261367489.792946,"B1-A1"
"3-4_4",21408384.8432289,74929346.951301,19624352.7729598,34788625.3702469,12488224.4918835,66901202.6350902,3568064.14053814,151642725.972871,0,5352096.21080722,0,2122106147.58506,11596208.456749,14272256.5621526,1049010857.31821,53520962.1080722,4460080.17567268,1192625438.97487,1784032.07026907,1480746618.32333,59765074.3540139,523613412.623973,"B1-A1"
"3-4_5",38110064.6165046,267741409.375826,6068481.62683195,126709896.368251,18690923.4106424,308036127.37799,4612046.03639228,265556755.990166,0,99037620.1498974,23302969.4470347,703458390.182359,3155610.44595261,53645377.5811944,471156913.507232,4126567.50624572,0,360710547.898891,0,1287489061.94867,7039438.68712506,280121111.894563,"B1-A1"
"3-4_6",0,104523721.051186,0,16740127.199604,0,106973495.763323,0,112689636.75831,0,59202888.8766482,1224887.35606858,654089848.140624,0,10207394.6339049,620201297.95606,0,0,257634640.559759,0,776578583.747482,0,180058441.342082,"B1-A1"
"3-4_7",14752797.6153479,213454540.497065,0,106957782.711272,12447672.9879498,82984486.586332,0,199162767.807197,0,42875318.0696049,0,820624367.353728,4149224.3293166,24895345.9758996,229129387.963372,0,0,551385810.873628,0,1007339462.17297,0,339775370.078482,"B1-A1"
"3-4_8",14365200.2659163,193930203.589871,0,50278200.9307072,10773900.1994373,210091053.889027,0,242412754.487338,0,48482550.8974677,3591300.06647909,783801239.509061,39504300.7312699,40402125.7478897,321421355.949878,0,0,632068811.700319,0,1195902922.13754,0,263062729.869593,"B1-A1"
"3-4_9",16626803.7040823,68960349.7890625,0,4088558.28788908,2725705.52525939,12265674.8636672,0,173627441.959023,0,2180564.42020751,0,733759927.399827,2180564.42020751,817711.657577817,1214574382.05558,0,0,530967436.320529,0,328174945.24123,0,474817902.500186,"B1-A1"
"3-4_10",0,32354641.9822819,0,2986582.33682602,0,6470928.39645639,0,80637723.0943027,0,0,0,888508245.205742,0,17919494.0209561,634150982.852726,0,0,314586672.812341,0,529620601.063815,0,298658233.682602,"B1-A1"
"3-11_1",639592669.108277,13754681.056092,330112345.346207,0,550187242.243679,55018724.2243679,144424151.088966,0,165056172.673104,0,89405426.8645978,110037448.448736,0,41264043.1682759,684295382.540576,0,1107251825.0154,0,0,371376388.514483,1124445176.33552,0,"Am7-B1"
"3-11_2",616370432.578001,63217480.2644104,416181745.074035,0,705928529.619249,0,252869921.057642,94826220.3966156,279210537.834479,0,321355524.67742,342428018.09889,584761692.445796,63217480.2644104,179116194.082496,0,1148450891.47012,0,0,800754750.015865,1669995103.65151,0,"Am7-B1"
"3-11_3",254851161.441654,0,91018271.9434478,0,282156643.024688,0,95569185.5406202,27305481.5830343,54610963.1660687,0,0,204791111.872758,300360297.413378,72814617.5547583,359522174.176619,0,987548250.586409,0,0,18203654.3886896,1306112202.38848,0,"Am7-B1"
"3-11_4",298764165.20971,0,177835812.624827,0,355671625.249654,0,113814920.079889,0,99588055.0699032,0,99588055.0699032,227629840.159779,476599977.834537,49794027.5349516,184949245.12982,0,1045674578.23398,0,0,433919382.804578,1166602930.81887,0,"Am7-B1"
"3-11_5",579099281.043803,0,234769978.801542,0,273898308.601799,0,125210655.360822,46953995.7603084,156513319.201028,0,46953995.7603084,516493953.363392,0,203467314.961336,273898308.601799,0,3114615052.10046,0,0,954731247.12627,1737297843.13141,93907991.5206167,"Am7-B1"
"3-11_6",466732337.40867,41867981.839996,368936562.611315,5850839.12004195,507932923.151323,24004012.9677767,271986156.203927,13236689.2639732,236970107.629988,2580598.24306033,116838810.108214,387223215.678518,730020097.810558,153656828.14498,195168865.399726,0,1240822824.18046,10233406.8259289,0,307669600.87521,1832736422.91413,5428154.92505793,"Am7-B1"
"3-11_7",547888552.152081,0,298051372.370732,0,714446672.006314,0,315583806.039599,26298650.5032999,78895951.5098997,0,17532433.6688666,201622987.191966,797725731.93343,105194602.0132,464609492.224965,0,2073210281.34347,0,0,109577710.430416,1665581198.54233,0,"Am7-B1"
"3-11_8",347670601.290701,0,128974577.898163,0,185050481.332147,0,213088433.049139,0,112151806.867968,0,11215180.6867968,11215180.6867968,39253132.4037888,5607590.3433984,684126021.894605,0,9403929005.87912,0,0,0,1833682042.29128,0,"Am7-B1"
"3-11_9",9751885.86035699,0,37788557.7088833,0,75577115.4177667,0,24379714.6508925,0,29255657.581071,0,0,48759429.301785,286461647.147987,28036671.8485264,57292329.4295973,0,264519903.962183,0,0,7313914.39526774,346191948.042673,0,"Am7-B1"
"3-11_10",960446987.751572,71144221.3149312,631404964.170015,0,1031591209.0665,0,417972300.225221,0,0,0,124502387.30113,311255968.252824,0,71144221.3149312,844837628.114808,0,1912000947.83878,0,0,275683857.595359,2054289390.46864,0,"Am7-B1"
"3-12_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bm7-A1"
"3-12_2",0,271185877.77432,0,121319997.951669,0,214094114.032358,0,99910586.5484336,0,0,0,2355035254.35593,0,57091763.7419621,0,0,0,1348792918.40385,0,2362171724.82368,0,242639995.903339,"Bm7-A1"
"3-12_3",10271006.7365843,66761543.7877981,0,59058288.7353598,0,69329295.4719442,0,25677516.8414608,0,14122634.2628034,7703255.05243824,246504161.678024,2567751.68414608,28245268.5256069,0,2567751.68414608,0,56490537.0512137,0,726673726.61334,0,200284631.363394,"Bm7-A1"
"3-12_4",37455804.2111977,468197552.639971,0,187279021.055988,0,355830140.006378,0,206006923.161587,0,74911608.4223954,0,1304710513.35672,6242634.03519962,124852680.703992,0,6242634.03519962,0,1111188858.26553,0,3789278859.36617,0,642991305.625561,"Bm7-A1"
"3-12_5",0,118088175.232435,0,84823900.5190732,0,101456037.875754,0,63202121.9553879,0,29937847.2420259,0,1009570737.55054,0,15800530.488847,0,831606.867834051,0,946368615.595151,0,1656560880.72543,0,122246209.571606,"Bm7-A1"
"3-12_6",18606347.5605728,353520603.650883,0,255172766.544998,0,260488865.848019,0,202011773.51479,0,87715638.4998431,0,1600145890.20926,0,138218581.878541,0,15948297.9090624,0,217960071.423853,0,3519257738.59977,0,874498335.346921,"Bm7-A1"
